"","drug","SYMBOL","logFC"
"Gm514401","VEGFR","Gm51440",-0.463584917285347
"Ido2","VEGFR","Ido2",-0.345523423395861
"Vsig10","VEGFR","Vsig10",0.379243406410451
"Rps13","VEGFR","Rps13",0.340004091430761
"Pantr21","VEGFR","Pantr2",0.359270465848752
"C4a1","VEGFR","C4a",-0.549137009663954
"Ptrh1","VEGFR","Ptrh1",0.36185292910141
"Gm175971","VEGFR","Gm17597",-0.346974042875573
"Klf2","VEGFR","Klf2",0.33439103990426
"Kcng11","VEGFR","Kcng1",-0.418882246344649
"Gm170661","VEGFR","Gm17066",0.381506584845255
"Prkar2b1","VEGFR","Prkar2b",0.792217898186972
"Abhd3","VEGFR","Abhd3",-0.350829267050481
"S100a91","VEGFR","S100a9",-0.487756026285084
"Gm105661","VEGFR","Gm10566",0.500182264886579
"Gm272021","VEGFR","Gm27202",0.389837980643726
"Fmr1nb1","VEGFR","Fmr1nb",-0.562655518315041
"Slco3a1","VEGFR","Slco3a1",-0.445367744066343
"Tbx101","VEGFR","Tbx10",-0.623922173441992
"Ndrg2","VEGFR","Ndrg2",0.467121709655126
"Trdj2","VEGFR","Trdj2",0.381431583502016
"Snhg5","VEGFR","Snhg5",0.463996591778661
"A530016L24Rik1","VEGFR","A530016L24Rik",0.640724733291575
"Lifr","VEGFR","Lifr",0.365763249389721
"Pam16l1","VEGFR","Pam16l",-0.436453109802997
"Gm564841","VEGFR","Gm56484",-0.487260857295716
"Gm128481","VEGFR","Gm12848",-0.345826573073584
"1700001J03Rik1","VEGFR","1700001J03Rik",0.824227349949693
"Gm559561","VEGFR","Gm55956",-0.355199443504808
"Ppp1r3b1","VEGFR","Ppp1r3b",0.517761515469798
"Gm546231","VEGFR","Gm54623",-0.408525223261253
"Gm45844","VEGFR","Gm45844",0.33716706636092
"Vps37d","VEGFR","Vps37d",0.385412648566042
"Mir208b","VEGFR","Mir208b",0.379806349779849
"Atp1a21","VEGFR","Atp1a2",0.698603746078498
"Gm54771","VEGFR","Gm54771",0.333625087713485
"Glul","VEGFR","Glul",0.440753984109673
"Ptprb1","VEGFR","Ptprb",0.382138332356001
"Cldn81","VEGFR","Cldn8",0.379814663725581
"Tmem2621","VEGFR","Tmem262",0.511282634947407
"Arxes1","VEGFR","Arxes1",0.345973152410472
"Gm442021","VEGFR","Gm44202",0.425899548594947
"Gm101081","VEGFR","Gm10108",-0.390383418814666
"Lag31","VEGFR","Lag3",0.428622973866769
"Zim1","VEGFR","Zim1",0.362424817994324
"Aldh1a1","VEGFR","Aldh1a1",0.441382878571167
"Sim21","VEGFR","Sim2",0.455690958468409
"B430105G09Rik","VEGFR","B430105G09Rik",0.36678537669755
"Acat1","VEGFR","Acat1",-0.398396494941395
"Gm100761","VEGFR","Gm10076",0.759450419054993
"Rgs3","VEGFR","Rgs3",0.406446613502112
"Gm22231","VEGFR","Gm2223",0.349544576875024
"Gm573071","VEGFR","Gm57307",0.35658680991807
"A830008E24Rik","VEGFR","A830008E24Rik",0.330564970065298
"Angpt21","VEGFR","Angpt2",0.416623606558722
"Gm456201","VEGFR","Gm45620",0.399499087113752
"Mier1","VEGFR","Mier1",0.342763519062538
"Gm124071","VEGFR","Gm12407",0.508401292722616
"Gm118271","VEGFR","Gm11827",0.760644294104211
"Bmp2","VEGFR","Bmp2",0.331978879748971
"Gm119441","VEGFR","Gm11944",-0.487176999172664
"Gm67121","VEGFR","Gm6712",0.343709616950892
"D830035M03Rik","VEGFR","D830035M03Rik",0.421498881668582
"Ncmap","VEGFR","Ncmap",0.346535138556458
"Mfap1b","VEGFR","Mfap1b",0.334135355917034
"Zpld1","VEGFR","Zpld1",-0.367811460899519
"Kcnip3","VEGFR","Kcnip3",0.337138498434746
"Sdc2","VEGFR","Sdc2",-0.35271290835023
"Mettl15","VEGFR","Mettl15",-0.340939300348018
"Phf20","VEGFR","Phf20",0.33260237969524
"Mir6917","VEGFR","Mir6917",0.372719211435465
"Gngt21","VEGFR","Gngt2",0.379753729451277
"Cd3d","VEGFR","Cd3d",0.344194162049884
"Apcs1","VEGFR","Apcs",-0.442440918292058
"Gstt3","VEGFR","Gstt3",0.350662021527685
"Kitl1","VEGFR","Kitl",0.354058567219853
"Gm477501","VEGFR","Gm47750",-0.363621158989469
"Serp2","VEGFR","Serp2",0.364832483991383
"Ric8a","VEGFR","Ric8a",0.354103126853768
"Gm566941","VEGFR","Gm56694",0.442635283151304
"Gm261091","VEGFR","Gm26109",-0.66788706424651
"Gm563981","VEGFR","Gm56398",-0.457008619236125
"Defb47","VEGFR","Defb47",0.362336170327034
"Gm501631","VEGFR","Gm50163",0.360670227780162
"Gm120971","VEGFR","Gm12097",-0.390160488849951
"Tnfrsf251","VEGFR","Tnfrsf25",0.360319082861235
"Gm284381","VEGFR","Gm28438",-0.421868436117911
"Cep951","VEGFR","Cep95",0.392822504253295
"Itprip","VEGFR","Itprip",0.326800806442492
"BC0509721","VEGFR","BC050972",0.367961691978752
"Gm181591","VEGFR","Gm18159",-0.384188126960452
"Rpl391","VEGFR","Rpl39",0.385996001489673
"Dusp91","VEGFR","Dusp9",-0.535559505566996
"Slc22a31","VEGFR","Slc22a3",0.379988193472126
"Gm162761","VEGFR","Gm16276",-0.448577830893879
"Gm335431","VEGFR","Gm33543",0.402957353872663
"Gm489901","VEGFR","Gm48990",-0.340093643723521
"Rpl211","VEGFR","Rpl21",0.387666801835206
"Gm465591","VEGFR","Gm46559",0.582289925111417
"Ankef11","VEGFR","Ankef1",0.470568510742252
"Rps231","VEGFR","Rps23",0.394599700661915
"Gm49728","VEGFR","Gm49728",0.408818923746432
"Cgref1","VEGFR","Cgref1",-0.346312468967541
"Rps8","VEGFR","Rps8",0.342253058007921
"Gm571221","VEGFR","Gm57122",0.393344622469467
"Cfap77","VEGFR","Cfap77",0.340244346342468
"H2-M91","VEGFR","H2-M9",0.385150207426166
"Gm455641","VEGFR","Gm45564",0.326181970909192
"Ctnnal1","VEGFR","Ctnnal1",0.353878527616274
"Cfap471","VEGFR","Cfap47",-0.411609176949516
"Tomm34","VEGFR","Tomm34",0.364163514098475
"Gm102441","VEGFR","Gm10244",0.326033703791743
"Ctrb11","VEGFR","Ctrb1",-0.608833514679318
"Gm220601","VEGFR","Gm22060",-0.489764191725601
"Rpl381","VEGFR","Rpl38",0.376453079396856
"Mir70521","VEGFR","Mir7052",-0.612074591101292
"Cd1d11","VEGFR","Cd1d1",0.490407289709689
"Gm48606","VEGFR","Gm48606",0.427058156749183
"Sh3tc2","VEGFR","Sh3tc2",0.384082056363574
"Snora311","VEGFR","Snora31",0.453736321596127
"Abca131","VEGFR","Abca13",0.340645073193702
"Nek5","VEGFR","Nek5",0.359385895109042
"Fmo31","VEGFR","Fmo3",0.411505642772347
"Gm142261","VEGFR","Gm14226",0.593598076101153
"Ap3s1-ps21","VEGFR","Ap3s1-ps2",0.359432721221375
"Gm458551","VEGFR","Gm45855",0.395510357968527
"Krtdap1","VEGFR","Krtdap",-0.517109445220079
"Gm243361","VEGFR","Gm24336",0.431901419916022
"Gm568681","VEGFR","Gm56868",-0.390136782520679
"Rps15a-ps61","VEGFR","Rps15a-ps6",0.509866015762569
"Tcp11l2","VEGFR","Tcp11l2",0.374498207850714
"Gm20324","VEGFR","Gm20324",0.401219789411146
"Ccdc1461","VEGFR","Ccdc146",-0.360459168299005
"Mir210","VEGFR","Mir210",0.385184441971548
"Mep1b1","VEGFR","Mep1b",-0.63060331741438
"Rps24","VEGFR","Rps24",0.337696179125413
"Frey1","VEGFR","Frey1",0.394854768077072
"Prodh","VEGFR","Prodh",0.386680778199009
"Tmtc4","VEGFR","Tmtc4",-0.37457972470699
"Gm472511","VEGFR","Gm47251",0.439887130139167
"Eef1akmt4","VEGFR","Eef1akmt4",0.333878529306058
"Abcb1b","VEGFR","Abcb1b",0.46599703828421
"Ivl","VEGFR","Ivl",0.397253620394894
"Etnk11","VEGFR","Etnk1",0.349914008024288
"Gm268811","VEGFR","Gm26881",0.420224577926275
"Maff1","VEGFR","Maff",0.493005269146088
"Rassf4","VEGFR","Rassf4",0.683108845659083
"Ptgs1","VEGFR","Ptgs1",0.326615331253268
"Itga101","VEGFR","Itga10",0.329777212832964
"Slc25a271","VEGFR","Slc25a27",0.459694860800072
"Gm551181","VEGFR","Gm55118",-0.688176076942862
"Tmeff1","VEGFR","Tmeff1",0.374619465183549
"Cidec1","VEGFR","Cidec",1.33589104321574
"Got1","VEGFR","Got1",0.342820135324312
"Nfkbil1","VEGFR","Nfkbil1",0.456757130440859
"A830052D11Rik1","VEGFR","A830052D11Rik",0.341077312548675
"Mir6972","VEGFR","Mir6972",0.360405527671885
"Leng1","VEGFR","Leng1",0.340039020228961
"Aldh1a71","VEGFR","Aldh1a7",0.394463541258598
".353","VEGFR",".353",0.345931763527901
"Lrrc341","VEGFR","Lrrc34",0.343537493455812
"Fmn2","VEGFR","Fmn2",0.337318722716823
"Gm484951","VEGFR","Gm48495",-0.333276857123935
"Lactb2","VEGFR","Lactb2",-0.339829714581485
"Rps291","VEGFR","Rps29",0.367051198856897
"Fndc11","VEGFR","Fndc1",0.399126955516834
"Cib21","VEGFR","Cib2",0.406334133161845
"Cym1","VEGFR","Cym",-0.486026527885958
"Gm558531","VEGFR","Gm55853",0.736143436237413
"Gm22272","VEGFR","Gm22272",0.401510346057346
"Gm160061","VEGFR","Gm16006",0.41157494473622
"Ppfibp1","VEGFR","Ppfibp1",0.34236378606183
"Snora471","VEGFR","Snora47",-0.491611170938317
"Pbld2","VEGFR","Pbld2",-0.331685168940328
"Nmb1","VEGFR","Nmb",0.583036689973603
"Cnih21","VEGFR","Cnih2",0.392847524117549
"Sec14l31","VEGFR","Sec14l3",-0.443317901928531
"Rpl28-ps31","VEGFR","Rpl28-ps3",0.526938640150821
"Aldh1a31","VEGFR","Aldh1a3",0.882799876585417
"Foxq1","VEGFR","Foxq1",0.524138588895421
"Abhd15","VEGFR","Abhd15",0.370037405320662
"Lemd2","VEGFR","Lemd2",0.382350828009665
"Gm131991","VEGFR","Gm13199",0.438257159224655
"Pgc1","VEGFR","Pgc",-1.31595887929271
"Klk1b41","VEGFR","Klk1b4",-0.365668644338801
"Jam2","VEGFR","Jam2",0.359807784612336
"9030619P08Rik.11","VEGFR","9030619P08Rik.1",-0.358576582913627
"Gm6397","VEGFR","Gm6397",0.360964925154111
"Angpt41","VEGFR","Angpt4",0.360554994353987
"Atn11","VEGFR","Atn1",0.337839179749435
"Nectin4","VEGFR","Nectin4",0.342572398706099
"Selenbp1","VEGFR","Selenbp1",0.467363182628043
"Mybpc21","VEGFR","Mybpc2",0.476689635006006
"Snhg15","VEGFR","Snhg15",0.442583665893528
"Atoh81","VEGFR","Atoh8",0.353632526802981
"Ess2","VEGFR","Ess2",0.329294386720671
"Cldnd21","VEGFR","Cldnd2",-0.427789736799321
"Dysf","VEGFR","Dysf",0.355866683795967
"Hacl11","VEGFR","Hacl1",0.669723290002141
"Inf21","VEGFR","Inf2",0.419087996318443
"Pgm3","VEGFR","Pgm3",-0.339462295254
"Gm129181","VEGFR","Gm12918",0.414186644253943
"Gm158901","VEGFR","Gm15890",0.58364470798311
"Parp2","VEGFR","Parp2",0.345208157276242
"Snhg111","VEGFR","Snhg11",-0.368925913366383
"Gm147941","VEGFR","Gm14794",-0.412652720822552
"Rps111","VEGFR","Rps11",0.359922379950104
"Fut91","VEGFR","Fut9",-0.41253930645786
"Gm7143","VEGFR","Gm7143",0.320324905382634
"Cfap2211","VEGFR","Cfap221",0.378594743725769
"Gm447311","VEGFR","Gm44731",0.438608236099133
"Mup31","VEGFR","Mup3",-0.750642391408059
"Ngf","VEGFR","Ngf",0.380445130453973
"Ighv3-6","VEGFR","Ighv3-6",0.433550705122075
"Slc2a1","VEGFR","Slc2a1",0.349976698465289
"Sec23b","VEGFR","Sec23b",-0.346880081284818
"Gm55039","VEGFR","Gm55039",0.352658266021992
"Phaf11","VEGFR","Phaf1",0.468527385178053
"Rps26","VEGFR","Rps26",0.323124926386184
"Gm103571","VEGFR","Gm10357",-0.363145380413974
"Trpv6","VEGFR","Trpv6",0.327226656436581
"Gm8775","VEGFR","Gm8775",0.324894858156975
"Gm147611","VEGFR","Gm14761",0.334911179591932
"Rpl14-ps11","VEGFR","Rpl14-ps1",0.354337975094215
"Bhlhe401","VEGFR","Bhlhe40",-0.404079487320498
"Rpl8","VEGFR","Rpl8",0.324505797289037
"Ighv9-3","VEGFR","Ighv9-3",0.372564334571465
"E230001N04Rik1","VEGFR","E230001N04Rik",0.396239244728308
"Gm566551","VEGFR","Gm56655",0.413979221391322
"Ptpn14","VEGFR","Ptpn14",0.344396802424529
"Papss1","VEGFR","Papss1",-0.369939721844282
"Cd8b1","VEGFR","Cd8b1",0.387230980277897
"Ndufb4b1","VEGFR","Ndufb4b",0.460343049444135
"Slc43a3","VEGFR","Slc43a3",0.404950697179274
"Rpl411","VEGFR","Rpl41",0.318663367109995
"Cdo1","VEGFR","Cdo1",0.346183646519946
"Actr5","VEGFR","Actr5",0.348148476084817
"Gm39531","VEGFR","Gm3953",-0.36319819975954
"Iigp11","VEGFR","Iigp1",0.368678244102642
"Rab3gap1","VEGFR","Rab3gap1",0.345713784199127
"F13a11","VEGFR","F13a1",0.663719888004357
"Cfap2101","VEGFR","Cfap210",0.32544666320736
"Gm131941","VEGFR","Gm13194",0.429056510569817
"Casp2","VEGFR","Casp2",0.329358091955219
"Gm28020","VEGFR","Gm28020",0.348913573764618
"Gm240451","VEGFR","Gm24045",0.634122750233043
"Nr1d2","VEGFR","Nr1d2",-0.323504233920681
"Mgat4a","VEGFR","Mgat4a",0.346523820332895
"Gkn21","VEGFR","Gkn2",-0.817522344416296
"Gm548371","VEGFR","Gm54837",-0.575181754326134
"Mir69131","VEGFR","Mir6913",-0.487754048818924
"Rps13-ps11","VEGFR","Rps13-ps1",0.394885515812777
"Lce1c","VEGFR","Lce1c",0.347806292007913
"Lsp1","VEGFR","Lsp1",0.348288658058121
"Adssl11","VEGFR","Adssl1",0.321558126179285
"Gm257161","VEGFR","Gm25716",-0.439123309717241
"Gm312351","VEGFR","Gm31235",0.35662075938563
"Scara51","VEGFR","Scara5",0.542269452851064
"Eci31","VEGFR","Eci3",-0.356636340013533
"Ak8","VEGFR","Ak8",0.35115297206181
"Nat8f7","VEGFR","Nat8f7",-0.415178849034594
"Gm107341","VEGFR","Gm10734",-0.324263141774403
"Proz1","VEGFR","Proz",-0.474737306831735
"Col4a61","VEGFR","Col4a6",0.378092232886331
"Gpr1431","VEGFR","Gpr143",0.400173179219426
"Gm43272","VEGFR","Gm43272",0.352071493493784
"Gm143961","VEGFR","Gm14396",0.526042969489061
"Akr1c13","VEGFR","Akr1c13",0.356461915534607
"Mmp141","VEGFR","Mmp14",0.329288288928693
"Gm15343","VEGFR","Gm15343",-0.34820252926557
"Pnrc1","VEGFR","Pnrc1",0.370219644653563
"Reg11","VEGFR","Reg1",-0.384750138352953
"Mt11","VEGFR","Mt1",0.400863472569327
"Gm258351","VEGFR","Gm25835",0.370092939349097
"Gm160351","VEGFR","Gm16035",-0.371152692994563
"9130604C24Rik","VEGFR","9130604C24Rik",0.341758061805015
"Nalf21","VEGFR","Nalf2",-0.326671470401905
"Gm5602","VEGFR","Gm5602",0.317824069137479
"Mir7061","VEGFR","Mir7061",0.345250919263918
"Slf1","VEGFR","Slf1",0.322680912493299
"Igkv5-48","VEGFR","Igkv5-48",0.371119953451519
"Usp43","VEGFR","Usp43",0.397068268302852
"Adcy6","VEGFR","Adcy6",0.33134098915839
"Cdt1","VEGFR","Cdt1",0.371125347470707
"Plin11","VEGFR","Plin1",1.30515107728251
"Gm75111","VEGFR","Gm7511",0.343049813534219
"Amotl1","VEGFR","Amotl1",0.323854334750811
"Defa241","VEGFR","Defa24",-0.434593001722459
"Igkv10-94","VEGFR","Igkv10-94",0.38048526964013
"Gm93781","VEGFR","Gm9378",0.372786323056323
"Catsperd","VEGFR","Catsperd",0.390862621451801
"Gm182581","VEGFR","Gm18258",0.407409774852406
"Atp4a1","VEGFR","Atp4a",0.379819738493524
"Ripor3","VEGFR","Ripor3",0.333134245527971
"Cmtm61","VEGFR","Cmtm6",-0.434614140666038
"Mpz","VEGFR","Mpz",0.318214070307075
"Ppef2","VEGFR","Ppef2",0.355204954825875
"Ighg3","VEGFR","Ighg3",0.679647014342931
"Rbp21","VEGFR","Rbp2",-0.552067748951135
"Gm220091","VEGFR","Gm22009",0.370281646717592
"Col6a61","VEGFR","Col6a6",-0.532173725477744
"Sucnr11","VEGFR","Sucnr1",-0.41262416298358
"Rnf212b1","VEGFR","Rnf212b",-0.382968348986202
"Vpreb1a1","VEGFR","Vpreb1a",0.329384740763933
"Psg16","VEGFR","Psg16",0.555106127543062
"Ccdc9b","VEGFR","Ccdc9b",0.353715450785577
"Gm161701","VEGFR","Gm16170",-0.353200482748781
"Rpl17-ps41","VEGFR","Rpl17-ps4",0.327920707109614
"Igkv14-1111","VEGFR","Igkv14-111",0.379180934399632
"Trim62","VEGFR","Trim62",0.333299841063728
"Il17f1","VEGFR","Il17f",-0.361444797981893
"Gip1","VEGFR","Gip",-0.419611495219156
"Aspdh","VEGFR","Aspdh",-0.321991645789572
"Rab3gap2","VEGFR","Rab3gap2",0.315762889896801
"Atp1a3","VEGFR","Atp1a3",0.339544488691441
"Mir365-21","VEGFR","Mir365-2",-0.425374737494444
"Rpl321","VEGFR","Rpl32",0.351446445284279
"Cat","VEGFR","Cat",-0.313745474285046
"Chd2","VEGFR","Chd2",0.34021601695779
"Gm259391","VEGFR","Gm25939",-0.344677038143042
"Gm244941","VEGFR","Gm24494",0.715597837532658
"Sema3c1","VEGFR","Sema3c",-0.389251436607039
"Ilkap","VEGFR","Ilkap",0.354409939460553
"Zcchc24","VEGFR","Zcchc24",0.313393752337998
"Fam13a1","VEGFR","Fam13a",0.380705808773556
"Hoxa51","VEGFR","Hoxa5",0.332082031793091
"Clec2d1","VEGFR","Clec2d",0.373598673809889
"Gm102311","VEGFR","Gm10231",0.361763983404102
"Rps27a1","VEGFR","Rps27a",0.479110902398695
"Gm2661","VEGFR","Gm266",-0.319892480997856
"Abcg11","VEGFR","Abcg1",0.378632965758527
"Gm123591","VEGFR","Gm12359",0.328707926157866
"Slc7a101","VEGFR","Slc7a10",0.916826447180264
"Cmah","VEGFR","Cmah",-0.39339543600439
"Hmgcs1","VEGFR","Hmgcs1",-0.415491717615182
"Pik3ip1","VEGFR","Pik3ip1",0.439998290177528
"Tcea2","VEGFR","Tcea2",0.332004292867697
"Zfp185","VEGFR","Zfp185",0.32760864347432
"Hesx1","VEGFR","Hesx1",0.334261005815794
"Bcl2a1a","VEGFR","Bcl2a1a",0.335552089057225
"Mylpf1","VEGFR","Mylpf",0.370829411355894
"Hs6st1","VEGFR","Hs6st1",0.336621372341385
"Slc41a3","VEGFR","Slc41a3",0.312096887706805
"Lpin11","VEGFR","Lpin1",0.380141027836129
"Gm186721","VEGFR","Gm18672",0.424041604318479
"Pltp","VEGFR","Pltp",0.427757841354714
"Gm14200","VEGFR","Gm14200",0.348528646707987
"Tdrd121","VEGFR","Tdrd12",0.499427668712575
"S100a131","VEGFR","S100a13",0.35583180601224
"Vis11","VEGFR","Vis1",-0.410925841726811
"Qtrt1","VEGFR","Qtrt1",0.338731944065099
"Rps6","VEGFR","Rps6",0.312086024009339
"Il2rb","VEGFR","Il2rb",0.325808996896072
"Ppp2r3a","VEGFR","Ppp2r3a",0.351380167755674
"Rxra1","VEGFR","Rxra",0.318809534370166
"Rbp71","VEGFR","Rbp7",0.611141670320939
"Stim1","VEGFR","Stim1",0.313313580386419
"Cnbd11","VEGFR","Cnbd1",-0.343168250546046
"Xpnpep2","VEGFR","Xpnpep2",-0.417982956839685
"Gm177501","VEGFR","Gm17750",0.446593382115796
"Usp54","VEGFR","Usp54",0.362268740455861
"Mcl1","VEGFR","Mcl1",0.334890656255755
"Gar1","VEGFR","Gar1",0.321998434435182
"Enpp6","VEGFR","Enpp6",-0.405324384259132
"Rbm3-ps1","VEGFR","Rbm3-ps",0.574444359465154
"Gm107361","VEGFR","Gm10736",0.75282141282253
"Cyb561","VEGFR","Cyb561",-0.332790634684194
"Krt83","VEGFR","Krt83",0.334728116752793
"Gm270031","VEGFR","Gm27003",-0.350493388744006
"Gm553111","VEGFR","Gm55311",-0.310808701643328
"Tnni31","VEGFR","Tnni3",0.31855875993039
"Tlr4","VEGFR","Tlr4",0.314225869021344
"Sox181","VEGFR","Sox18",0.310484808608189
"Gm49631","VEGFR","Gm4963",0.413058085916511
"Sptbn2","VEGFR","Sptbn2",0.359525710803477
"Rpsa-ps101","VEGFR","Rpsa-ps10",0.385215777309592
"Myh41","VEGFR","Myh4",-0.493457884657451
"Edrf1","VEGFR","Edrf1",0.334085489609988
"Mpp4","VEGFR","Mpp4",-0.313554878524432
"Gm320061","VEGFR","Gm32006",-0.388328320656195
"Gm114711","VEGFR","Gm11471",0.464980901033573
"Trafd1","VEGFR","Trafd1",0.364476045734315
"Rps15a1","VEGFR","Rps15a",0.331149931552808
"Ighv1-69","VEGFR","Ighv1-69",0.325865111142893
"Gm496241","VEGFR","Gm49624",-0.366622202558783
"Dnajc22","VEGFR","Dnajc22",-0.356046572180984
"Pcdh171","VEGFR","Pcdh17",-0.310617514693196
"Gbp71","VEGFR","Gbp7",0.319324190241695
"Mir63581","VEGFR","Mir6358",0.446037301110722
"Trps1","VEGFR","Trps1",-0.366991299389401
"Gm41381","VEGFR","Gm41381",0.337950912514905
"Gm48981","VEGFR","Gm4898",-0.33261767641128
"Gm204761","VEGFR","Gm20476",0.394783989145742
"Gm380631","VEGFR","Gm38063",0.566720584991479
"Gm11847","VEGFR","Gm11847",0.322281707930942
"Lypla11","VEGFR","Lypla1",-0.452231842922954
"Clca4b1","VEGFR","Clca4b",-0.334126965341686
"Gm56910","VEGFR","Gm56910",0.449840730899338
"Tmc8","VEGFR","Tmc8",0.357873408309319
"Slc34a1","VEGFR","Slc34a1",-0.350174921068754
"Gm564921","VEGFR","Gm56492",-0.344940409492707
"Adamts16","VEGFR","Adamts16",0.368949556383021
"Igkv4-61","VEGFR","Igkv4-61",0.544975496672834
"Mogat2","VEGFR","Mogat2",-0.351283771631326
"Sall1","VEGFR","Sall1",0.345859823751297
"Safb","VEGFR","Safb",0.325455928829353
"Art31","VEGFR","Art3",0.345863486800617
"Gm569061","VEGFR","Gm56906",0.39604092971777
"Frs31","VEGFR","Frs3",-0.328036090870041
"Zfp9751","VEGFR","Zfp975",0.320278144037339
"Ntn41","VEGFR","Ntn4",0.339307572003363
"Rims1","VEGFR","Rims1",0.316951418625927
"Gm253601","VEGFR","Gm25360",-0.317267916195468
"Ptp4a3","VEGFR","Ptp4a3",0.320220971240674
"Enho1","VEGFR","Enho",0.327812524068197
"Csf2ra","VEGFR","Csf2ra",0.31507358686362
"Gm570421","VEGFR","Gm57042",0.420049813081015
"Sptlc31","VEGFR","Sptlc3",0.325008251114344
"Chd31","VEGFR","Chd3",-0.418519907748591
"Snord85","VEGFR","Snord85",0.328075586625064
"Gm15318","VEGFR","Gm15318",-0.32028413248034
"Peg3","VEGFR","Peg3",0.597280218792893
"Gata3os1","VEGFR","Gata3os",0.409750591936007
"Tomm71","VEGFR","Tomm7",0.374582528633441
"Rpl34","VEGFR","Rpl34",0.333704654489426
"Gm11585","VEGFR","Gm11585",0.417503539444827
".4311","VEGFR",".431",0.381142851780612
"Tjp1","VEGFR","Tjp1",0.332620592078414
"Gm55815","VEGFR","Gm55815",0.327325381578375
"Mdk1","VEGFR","Mdk",-0.389725391379383
"Gm345521","VEGFR","Gm34552",-0.328232183914764
"Mef2a","VEGFR","Mef2a",0.31662283582009
"Gpr135","VEGFR","Gpr135",0.34908972588879
"Gm121121","VEGFR","Gm12112",0.444843160691465
"Rps4x","VEGFR","Rps4x",0.311826929633651
"Ccdc153","VEGFR","Ccdc153",0.343405957188915
"Gm37224","VEGFR","Gm37224",0.32485120823852
"Gm548251","VEGFR","Gm54825",-0.689345711493077
"2700033N17Rik1","VEGFR","2700033N17Rik",0.502482919737248
"Pdzk11","VEGFR","Pdzk1",-0.474919194280131
"Bambi-ps11","VEGFR","Bambi-ps1",0.320922760872223
"Rpl9-ps61","VEGFR","Rpl9-ps6",0.311407482414108
"Shfl1","VEGFR","Shfl",0.34687540238064
"Itgb3","VEGFR","Itgb3",0.329799211254201
"Rgs51","VEGFR","Rgs5",0.347737185530697
"Gm49548","VEGFR","Gm49548",0.338434685073401
"Fgfbp11","VEGFR","Fgfbp1",0.455988095254842
"Morc2a","VEGFR","Morc2a",0.342588788281015
"Actn1","VEGFR","Actn1",0.326469853532802
"Acsl41","VEGFR","Acsl4",0.318173861434055
"Vps251","VEGFR","Vps25",0.376651162444822
"Fdft1","VEGFR","Fdft1",0.369782106893257
"Gm56998","VEGFR","Gm56998",0.31524039066431
"Mir63951","VEGFR","Mir6395",0.701443476855034
"Gm498881","VEGFR","Gm49888",0.650691259404493
"Igkv1-1171","VEGFR","Igkv1-117",0.604272789120246
"Actn31","VEGFR","Actn3",0.478512001253646
"Gabarapl1","VEGFR","Gabarapl1",0.379027186046194
"Pde11a1","VEGFR","Pde11a",-0.329572565944191
"Gm555661","VEGFR","Gm55566",-0.481403892559569
"Krt51","VEGFR","Krt5",0.829895986011432
"Aldh3a2","VEGFR","Aldh3a2",-0.32214268495429
"Rasal11","VEGFR","Rasal1",0.671706864642226
"Cited21","VEGFR","Cited2",0.421739542742816
"Gm44216","VEGFR","Gm44216",0.413436897292768
"Herpud1","VEGFR","Herpud1",0.323949785550537
"Cep851","VEGFR","Cep85",0.448858878306208
"Pmm1","VEGFR","Pmm1",0.341590867031749
"P3h41","VEGFR","P3h4",0.350058824329346
"Pfkfb11","VEGFR","Pfkfb1",0.385617157644738
"Klf4","VEGFR","Klf4",0.31036576316403
"Gm198101","VEGFR","Gm19810",0.410301046245991
"Gm18254","VEGFR","Gm18254",0.310907725116148
"Gm58341","VEGFR","Gm5834",-0.33350609593466
"Cks2","VEGFR","Cks2",-0.323950320382269
"Pamr11","VEGFR","Pamr1",0.402313767942601
"AA914427","VEGFR","AA914427",0.305066518123722
"Gm48017","VEGFR","Gm48017",0.371632561818243
